query, start at (ms), end at (ms), time (ms)
query 36, 2025-04-10 13:29:09.483, 2025-04-10 13:29:09.740, 
query 37, 2025-04-10 13:29:09.742, 2025-04-10 13:29:09.991, 
query 38, 2025-04-10 13:29:09.993, 2025-04-10 13:29:10.247, 
query 39, 2025-04-10 13:29:10.250, 2025-04-10 13:29:10.520, 
query 40, 2025-04-10 13:29:10.521, 2025-04-10 13:29:10.772, 
query 41, 2025-04-10 13:29:10.774, 2025-04-10 13:29:11.114, 86
query 42, 2025-04-10 13:29:11.116, 2025-04-10 13:29:11.382, 17
query 43, 2025-04-10 13:29:11.385, 2025-04-10 13:29:11.655, 18
query 44, 2025-04-10 13:29:11.656, 2025-04-10 13:29:12.066, 159
query 45, 2025-04-10 13:29:12.067, 2025-04-10 13:29:12.317, 
query 46, 2025-04-10 13:29:12.319, 2025-04-10 13:29:12.628, 59
query 47, 2025-04-10 13:29:12.629, 2025-04-10 13:29:12.880, 
query 48, 2025-04-10 13:29:12.882, 2025-04-10 13:29:13.152, 21
query 49, 2025-04-10 13:29:13.154, 2025-04-10 13:29:13.432, 
query 50, 2025-04-10 13:29:13.433, 2025-04-10 13:29:13.754, 67
query 51, 2025-04-10 13:29:13.756, 2025-04-10 13:29:14.016, 
query 52, 2025-04-10 13:29:14.017, 2025-04-10 13:29:14.278, 12
query 53, 2025-04-10 13:29:14.280, 2025-04-10 13:29:14.603, 70
query 54, 2025-04-10 13:29:14.606, 2025-04-10 13:29:17.230, 2358
query 55, 2025-04-10 13:29:17.232, 2025-04-10 13:29:17.492, 11
query 56, 2025-04-10 13:29:17.494, 2025-04-10 13:29:18.004, 251
query 57, 2025-04-10 13:29:18.006, 2025-04-10 13:29:18.257, 
query 58, 2025-04-10 13:29:18.258, 2025-04-10 13:29:18.697, 186
query 59, 2025-04-10 13:29:18.699, 2025-04-10 13:29:19.124, 154
query 60, 2025-04-10 13:29:19.125, 2025-04-10 13:29:19.623, 241
query 61, 2025-04-10 13:29:19.625, 2025-04-10 13:29:19.919, 43
query 62, 2025-04-10 13:29:19.921, 2025-04-10 13:29:20.192, 19
query 63, 2025-04-10 13:29:20.194, 2025-04-10 13:29:20.512, 69
query 64, 2025-04-10 13:29:20.514, 2025-04-10 13:29:20.947, 168
query 65, 2025-04-10 13:29:20.949, 2025-04-10 13:29:21.301, 99
query 66, 2025-04-10 13:29:21.303, 2025-04-10 13:29:21.567, 
query 67, 2025-04-10 13:29:21.569, 2025-04-10 13:29:21.826, 
query 68, 2025-04-10 13:29:21.828, 2025-04-10 13:29:22.119, 39
query 69, 2025-04-10 13:29:22.121, 2025-04-10 13:29:23.940, 
query 70, 2025-04-10 13:29:23.942, 2025-04-10 13:29:24.202, 
query 71, 2025-04-10 13:29:24.204, 2025-04-10 13:29:24.651, 188
query 72, 2025-04-10 13:29:24.653, 2025-04-10 13:29:24.909, 
query 73, 2025-04-10 13:29:24.910, 2025-04-10 13:29:25.194, 33
query 74, 2025-04-10 13:29:25.195, 2025-04-10 13:29:25.445, 
query 75, 2025-04-10 13:29:25.447, 2025-04-10 13:29:25.699, 
query 76, 2025-04-10 13:29:25.701, 2025-04-10 13:29:25.958, 
query 77, 2025-04-10 13:29:25.960, 2025-04-10 13:29:26.215, 
query 78, 2025-04-10 13:29:26.217, 2025-04-10 13:29:32.077, 5567
query 79, 2025-04-10 13:29:32.079, 2025-04-10 13:29:32.396, 66
query 80, 2025-04-10 13:29:32.398, 2025-04-10 13:29:32.652, 
query 81, 2025-04-10 13:29:32.654, 2025-04-10 13:29:33.056, 122
query 82, 2025-04-10 13:29:33.058, 2025-04-10 13:29:33.307, 
query 83, 2025-04-10 13:29:33.310, 2025-04-10 13:29:33.745, 182
query 84, 2025-04-10 13:29:33.746, 2025-04-10 13:29:34.002, 
query 85, 2025-04-10 13:29:34.004, 2025-04-10 13:29:34.255, 
query 86, 2025-04-10 13:29:34.257, 2025-04-10 13:29:34.513, 
query 87, 2025-04-10 13:29:34.515, 2025-04-10 13:29:34.769, 
query 88, 2025-04-10 13:29:34.771, 2025-04-10 13:29:35.107, 
query 89, 2025-04-10 13:29:35.109, 2025-04-10 13:29:35.440, 80
query 90, 2025-04-10 13:29:35.442, 2025-04-10 13:29:35.691, 
query 91, 2025-04-10 13:29:35.693, 2025-04-10 13:29:35.964, 22
query 92, 2025-04-10 13:29:35.966, 2025-04-10 13:29:36.217, 
query 93, 2025-04-10 13:29:36.220, 2025-04-10 13:29:36.487, 18
query 94, 2025-04-10 13:29:36.489, 2025-04-10 13:29:36.738, 
query 95, 2025-04-10 13:29:36.741, 2025-04-10 13:29:36.990, 
query 96, 2025-04-10 13:29:36.992, 2025-04-10 13:29:37.251, 11
query 97, 2025-04-10 13:29:37.253, 2025-04-10 13:29:37.506, 
query 98, 2025-04-10 13:29:37.508, 2025-04-10 13:29:37.760, 
query 99, 2025-04-10 13:29:37.762, 2025-04-10 13:29:38.030, 18
